Req_Line_ID,Order_Line_ID,Goods_ID,Invoice_ID,Activity,DateTime,Resource,Role,Requisition_Vendor,Order_Vendor,Invoice_Vendor,Pay_Vendor,Requisition_Type,Order_Type,Purchasing_Group,Purchasing_Organization,Material_Group,Material_Number,Plant,Good_ReferenceNumber,Requisition_Header,Order_Header,Invoice_Header,ClearDoc_Header,Good_Year,Invoice_Year,Order_Line_Amount,Invoice_Amount,Paid_Amount,Invoice_Document_Date,Invoice_Due_Date,Pay_Type,Pay_Delay,UserType,Invoice_Is_Overdue
,,5000556360_1_2017,3017001032_2017_IT10,Invoice Registered,3/7/17 10:07,DAM78,Administration ,,,VND05870,,,,,,,,IT01,201715328-IN,,,3017001032,,2017,2017,0,2071.8,0,3/1/17,4/1/17,Early,-1,HUMAN,
,,5000556360_2_2017,3017001032_2017_IT10,Invoice Registered,3/7/17 10:07,DAM78,Administration ,,,VND05870,,,,,,,,IT01,201715328-IN,,,3017001032,,2017,2017,0,2071.8,0,3/1/17,4/1/17,Early,-1,HUMAN,
,,5000556360_3_2017,3017001032_2017_IT10,Invoice Registered,3/7/17 10:07,DAM78,Administration ,,,VND05870,,,,,,,,IT01,201715328-IN,,,3017001032,,2017,2017,0,2071.8,0,3/1/17,4/1/17,Early,-1,HUMAN,
0010160219_10,,,,Requisition Line Created,3/17/17 0:00,DST56,Req Approver,VND02500,,,,Direct,,,,,,,,10160219,,,,,,0,0,0,,,,0,HUMAN,
0010160430_10,,,,Requisition Line Created,3/20/17 0:00,DST56,Req Approver,VND02500,,,,Direct,,,,,,,,10160430,,,,,,0,0,0,,,,0,HUMAN,
0010160430_10,,,,Requisition Line Approved,3/28/17 9:16,USR00470,Req Approver,VND02500,,,,Direct,,,,,,,,10160430,,,,,,0,0,0,,,,0,,
0010160219_10,,,,Requisition Line Approved,3/28/17 9:17,USR00470,Req Approver,VND02500,,,,Direct,,,,,,,,10160219,,,,,,0,0,0,,,,0,,
,,,3017001032_2017_IT10,Invoice Cleared,3/31/17 10:07,,Procurement,,,VND05870,VND05870,,,,,,,,,,,3017001032,6017023344,,2017,0,2071.8,2071.8,,4/1/17,Early,-1,,no
,4500175554_20,,,Order Line Created,6/1/17 17:02,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,,,,,4500175554,,,,,105899.688,0,0,,,,0,HUMAN,
0010160219_10,4500175554_10,,,Order Line Created,6/1/17 17:02,DST52,Procurement,VND02500,VND06041,,,Direct,Standard Order,ID3,IT10,D007-API,107000036,,,10160219,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
0010160430_10,4500175555_10,,,Order Line Created,6/1/17 17:02,DST52,Procurement,VND02500,VND06041,,,Direct,Standard Order,ID3,IT10,D007-API,107000035,,,10160430,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Changed: Item Price,6/1/17 17:58,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
,4500175554_10,,,Order Changed: Item Price,6/1/17 18:00,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000036,,,,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
,4500175554_20,,,Order Released,6/1/17 18:03,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,,,,,4500175554,,,,,105899.688,0,0,,,,0,HUMAN,
,4500175554_10,,,Order Released,6/1/17 18:03,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000036,,,,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Released,6/1/17 18:03,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Changed: Delivery Date,6/1/17 18:13,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
,4500175554_20,,,Order Approved,6/1/17 18:15,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,,,,,4500175554,,,,,105899.688,0,0,,,,0,HUMAN,
,4500175554_10,,,Order Approved,6/1/17 18:15,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000036,,,,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Approved,6/1/17 18:15,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
,4500175554_20,,,Order Printed Out,6/1/17 18:18,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,,,,,4500175554,,,,,105899.688,0,0,,,,0,HUMAN,
,4500175554_10,,,Order Printed Out,6/1/17 18:18,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000036,,,,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Printed Out,6/1/17 18:18,DST112,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
0010175114_10,,,,Requisition Line Created,6/22/17 0:00,DST61,Procurement,,,,,Direct,,,,,,,,10175114,,,,,,0,0,0,,,,0,HUMAN,
0010175874_10,,,,Requisition Line Created,6/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10175874,,,,,,0,0,0,,,,0,HUMAN,
0010175882_10,,,,Requisition Line Created,6/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10175882,,,,,,0,0,0,,,,0,HUMAN,
0010175863_10,,,,Requisition Line Created,6/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10175863,,,,,,0,0,0,,,,0,HUMAN,
0010175863_10,,,,Requisition Line Approved,6/27/17 17:16,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10175863,,,,,,0,0,0,,,,0,HUMAN,
0010175882_10,,,,Requisition Line Approved,6/27/17 17:16,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10175882,,,,,,0,0,0,,,,0,HUMAN,
0010175874_10,,,,Requisition Line Approved,6/28/17 10:51,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10175874,,,,,,0,0,0,,,,0,HUMAN,
0010175874_10,4500180045_20,,,Order Line Created,6/29/17 13:31,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,87570.02,,,10175874,4500180045,,,,,384,0,0,,,,0,HUMAN,
0010175882_10,4500180045_30,,,Order Line Created,6/29/17 13:31,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002798,,,10175882,4500180045,,,,,384,0,0,,,,0,HUMAN,
0010175863_10,4500180045_10,,,Order Line Created,6/29/17 13:31,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,10175863,4500180045,,,,,852,0,0,,,,0,HUMAN,
,4500180045_20,,,Order Released,6/29/17 13:32,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,87570.02,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_30,,,Order Released,6/29/17 13:32,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_10,,,Order Released,6/29/17 13:32,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500180045,,,,,852,0,0,,,,0,HUMAN,
,4500180045_20,,,Order Approved,6/29/17 14:10,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,87570.02,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_30,,,Order Approved,6/29/17 14:10,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_10,,,Order Approved,6/29/17 14:10,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500180045,,,,,852,0,0,,,,0,HUMAN,
,4500180045_20,,,Order Printed Out,7/4/17 9:28,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,87570.02,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_30,,,Order Printed Out,7/4/17 9:28,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_10,,,Order Printed Out,7/4/17 9:28,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500180045,,,,,852,0,0,,,,0,HUMAN,
,4500175554_20,,,Order Changed: Payment Terms,7/6/17 19:49,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,,,,,4500175554,,,,,105899.688,0,0,,,,0,HUMAN,
,4500175554_10,,,Order Changed: Payment Terms,7/6/17 19:49,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000036,,,,4500175554,,,,,1381584.812,0,0,,,,0,HUMAN,
,4500175555_10,,,Order Changed: Payment Terms,7/6/17 19:49,DST52,Procurement,,VND06041,,,,Standard Order,ID3,IT10,D007-API,107000035,,,,4500175555,,,,,795525.4479,0,0,,,,0,HUMAN,
0010177414_10,,,,Requisition Line Created,7/7/17 0:00,COQB67,Procurement,,,,,Direct,,,,,,,,10177414,,,,,,0,0,0,,,,0,HUMAN,
0010179223_10,,,,Requisition Line Created,7/18/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10179223,,,,,,0,0,0,,,,0,HUMAN,
0010179223_10,,,,Requisition Line Approved,7/18/17 18:29,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10179223,,,,,,0,0,0,,,,0,HUMAN,
0010179223_10,4500183097_10,,,Order Line Created,7/19/17 10:33,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002798,,,10179223,4500183097,,,,,384,0,0,,,,0,HUMAN,
,4500183097_10,,,Order Released,7/19/17 10:34,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500183097,,,,,384,0,0,,,,0,HUMAN,
,4500183097_10,,,Order Approved,7/19/17 15:41,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500183097,,,,,384,0,0,,,,0,HUMAN,
,4500183097_10,,,Order Printed Out,7/20/17 10:00,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500183097,,,,,384,0,0,,,,0,HUMAN,
0010177414_10,,,,Requisition Line Approved,7/21/17 14:07,DST56,Req Approver,,,,,Direct,,,,,,,,10177414,,,,,,0,0,0,,,,0,HUMAN,
0010180221_10,,,,Requisition Line Created,7/24/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10180221,,,,,,0,0,0,,,,0,HUMAN,
0010180221_10,,,,Requisition Line Approved,7/25/17 9:05,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10180221,,,,,,0,0,0,,,,0,HUMAN,
0010180221_10,4500184100_10,,,Order Line Created,7/25/17 11:49,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,10180221,4500184100,,,,,852,0,0,,,,0,HUMAN,
0010177414_10,4500184101_10,,,Order Line Created,7/25/17 11:50,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002769,,,10177414,4500184101,,,,,800,0,0,,,,0,HUMAN,
,4500184100_10,,,Order Released,7/25/17 11:50,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500184100,,,,,852,0,0,,,,0,HUMAN,
,4500184101_10,,,Order Released,7/25/17 11:50,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002769,,,,4500184101,,,,,800,0,0,,,,0,HUMAN,
,4500184100_10,,,Order Approved,7/25/17 14:58,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500184100,,,,,852,0,0,,,,0,HUMAN,
,4500184101_10,,,Order Approved,7/25/17 14:58,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002769,,,,4500184101,,,,,800,0,0,,,,0,HUMAN,
,4500184100_10,,,Order Printed Out,7/25/17 15:39,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500184100,,,,,852,0,0,,,,0,HUMAN,
,4500184101_10,,,Order Printed Out,7/25/17 15:39,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002769,,,,4500184101,,,,,800,0,0,,,,0,HUMAN,
0010180835_10,,,,Requisition Line Created,7/27/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10180835,,,,,,0,0,0,,,,0,HUMAN,
0010175114_10,,,,Requisition Line Approved,7/28/17 14:16,DST56,Req Approver,,,,,Direct,,,,,,,,10175114,,,,,,0,0,0,,,,0,HUMAN,
0010180835_10,,,,Requisition Line Approved,7/28/17 14:16,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10180835,,,,,,0,0,0,,,,0,HUMAN,
0010181191_10,,,,Requisition Line Created,7/31/17 0:00,USR01612,Procurement,,,,,Direct,,,,,,,,10181191,,,,,,0,0,0,,,,0,HUMAN,
0010181249_10,,,,Requisition Line Created,7/31/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10181249,,,,,,0,0,0,,,,0,HUMAN,
0010181268_10,,,,Requisition Line Created,7/31/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10181268,,,,,,0,0,0,,,,0,HUMAN,
0010181269_10,,,,Requisition Line Created,7/31/17 0:00,DST110,Procurement,VND02315,,,,Direct,,,,,,,,10181269,,,,,,0,0,0,,,,0,HUMAN,
0010181269_10,,,,Requisition Line Approved,8/1/17 8:15,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10181269,,,,,,0,0,0,,,,0,HUMAN,
0010181268_10,,,,Requisition Line Approved,8/1/17 8:15,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10181268,,,,,,0,0,0,,,,0,HUMAN,
0010181249_10,,,,Requisition Line Approved,8/1/17 8:15,DST56,Req Approver,VND02315,,,,Direct,,,,,,,,10181249,,,,,,0,0,0,,,,0,HUMAN,
0010181191_10,,,,Requisition Line Approved,8/1/17 8:18,DST56,Req Approver,,,,,Direct,,,,,,,,10181191,,,,,,0,0,0,,,,0,HUMAN,
0010175114_10,4500185129_10,,,Order Line Created,8/1/17 10:48,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108003118,,,10175114,4500185129,,,,,5100,0,0,,,,0,HUMAN,
0010181191_10,4500185129_20,,,Order Line Created,8/1/17 10:48,DST53,Procurement,,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002971,,,10181191,4500185129,,,,,4015,0,0,,,,0,HUMAN,
0010180835_10,4500185130_10,,,Order Line Created,8/1/17 10:48,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108002558,,,10180835,4500185130,,,,,600,0,0,,,,0,HUMAN,
0010181249_10,4500185130_20,,,Order Line Created,8/1/17 10:48,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,10181249,4500185130,,,,,384,0,0,,,,0,HUMAN,
0010181268_10,4500185130_30,,,Order Line Created,8/1/17 10:48,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,10181268,4500185130,,,,,588,0,0,,,,0,HUMAN,
0010181269_10,4500185130_40,,,Order Line Created,8/1/17 10:48,DST53,Procurement,VND02315,VND05666,,,Direct,Standard Order,ID2,IT10,D008-FOG,108000621,,,10181269,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185129_10,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003118,,,,4500185129,,,,,5100,0,0,,,,0,HUMAN,
,4500185129_20,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,,,,4500185129,,,,,4015,0,0,,,,0,HUMAN,
,4500185130_10,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002558,,,,4500185130,,,,,600,0,0,,,,0,HUMAN,
,4500185130_20,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500185130,,,,,384,0,0,,,,0,HUMAN,
,4500185130_30,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185130_40,,,Order Released,8/1/17 10:49,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185129_10,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003118,,,,4500185129,,,,,5100,0,0,,,,0,HUMAN,
,4500185129_20,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,,,,4500185129,,,,,4015,0,0,,,,0,HUMAN,
,4500185130_10,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002558,,,,4500185130,,,,,600,0,0,,,,0,HUMAN,
,4500185130_20,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500185130,,,,,384,0,0,,,,0,HUMAN,
,4500185130_30,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185130_40,,,Order Approved,8/1/17 11:32,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185129_10,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003118,,,,4500185129,,,,,5100,0,0,,,,0,HUMAN,
,4500185129_20,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,,,,4500185129,,,,,4015,0,0,,,,0,HUMAN,
,4500185130_10,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002558,,,,4500185130,,,,,600,0,0,,,,0,HUMAN,
,4500185130_20,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,81Q22.05,,,,4500185130,,,,,384,0,0,,,,0,HUMAN,
,4500185130_30,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185130_40,,,Order Printed Out,8/1/17 13:34,DST112,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108000621,,,,4500185130,,,,,588,0,0,,,,0,HUMAN,
,4500185130_10,,,Order Changed: Item Price,8/1/17 15:01,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002558,,,,4500185130,,,,,600,0,0,,,,0,HUMAN,
,4500185129_10,,,Order Changed: Item Price,8/1/17 16:44,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003118,,,,4500185129,,,,,5100,0,0,,,,0,HUMAN,
,4500185129_20,,,Order Changed: Item Price,8/1/17 16:44,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002971,,,,4500185129,,,,,4015,0,0,,,,0,HUMAN,
,4500185129_10,,,Order Changed: Delivery Date,8/1/17 16:44,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108003118,,,,4500185129,,,,,5100,0,0,,,,0,HUMAN,
,4500180045_20,,,Order Changed: Payment Terms,8/3/17 8:59,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,87570.02,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_30,,,Order Changed: Payment Terms,8/3/17 8:59,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500180045,,,,,384,0,0,,,,0,HUMAN,
,4500180045_10,,,Order Changed: Payment Terms,8/3/17 8:59,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500180045,,,,,852,0,0,,,,0,HUMAN,
,4500183097_10,,,Order Changed: Payment Terms,8/3/17 8:59,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,108002798,,,,4500183097,,,,,384,0,0,,,,0,HUMAN,
,4500184100_10,,,Order Changed: Payment Terms,8/3/17 8:59,DST53,Procurement,,VND05666,,,,Standard Order,ID2,IT10,D008-FOG,82W03.11,,,,4500184100,,,,,852,0,0,,,,0,HUMAN,
